0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1731.32,2430.02,2654.07,3679.36,4267.62,4224.47,4506.66,4511.02,4511.02,4622.7,4416.94,4539.15,4659.82,3422.65,2831.36,3109.99,2786.67,3495.2,2889.68,2646.8,752.57,1147.64,309.5,0.0,645.64,675.31,993.99,1234.67,1005.28,1335.27,1949.38,2785.81,2739.36,2525.09,2586.68,2804.99,2643.29,2833.06,2833.06,2376.39,3080.13,2271.64,2121.55,1676.01,2067.97,2167.71,1766.48,3422.54
1478.78,2177.48,2401.54,3426.82,4015.08,3971.93,4254.12,4258.49,4258.49,4370.16,4164.41,4286.61,4407.28,3170.11,2578.82,2857.45,2534.13,3242.67,2637.14,2394.27,380.3,824.5,567.64,608.11,0.0,398.76,1312.39,1319.73,1090.35,1420.34,1696.84,2533.27,2486.83,2310.53,2372.12,2552.45,2428.72,2618.5,2618.5,2123.85,2827.59,2057.07,1869.01,1423.47,1815.43,1915.17,1513.94,3170.0
1353.08,2051.77,2275.83,3301.12,3889.37,3846.23,4128.41,4132.78,4132.78,4244.45,4038.7,4160.9,4281.57,3044.41,2453.12,2731.74,2408.42,3116.96,2511.43,2268.56,271.04,768.47,514.36,554.83,403.13,0.0,1259.12,1266.45,1037.07,1367.06,1571.13,2407.57,2361.12,2184.82,2246.41,2426.75,2303.02,2492.79,2492.79,1998.14,2701.89,1931.37,1743.31,1297.76,1689.72,1789.46,1388.23,3044.3
1901.43,2570.51,2794.57,3819.86,4408.11,4364.96,4647.15,4651.52,4651.52,4763.19,4557.44,4679.64,4800.31,3182.95,3119.22,3397.85,3074.53,3783.07,3177.54,2934.67,1417.64,1617.82,1058.25,967.91,1397.3,1340.38,0.0,402.5,488.15,821.0,2237.24,2495.26,2598.59,2368.18,2429.77,2845.13,2486.38,2676.15,2676.15,2314.56,3367.99,2114.73,2404.7,1963.87,2217.19,2097.46,1631.28,3182.84
1929.11,2480.45,2704.5,3729.79,4318.04,4274.9,4557.08,4561.45,4561.45,4673.12,4467.37,4589.58,4710.24,2839.63,3029.16,3307.78,2984.46,3693.0,3087.47,2844.6,1409.91,1541.61,1050.53,1208.8,1389.57,1332.66,375.07,0.0,352.76,477.68,2147.17,2151.94,2640.86,2410.45,2472.04,2887.4,2528.64,2371.8,2371.8,2356.83,3277.93,2157.0,2319.35,1873.8,2259.46,2139.73,1673.55,2839.52
1996.04,2665.12,2889.18,3914.46,4502.72,4459.57,4741.76,4746.13,4746.13,4857.8,4652.05,4774.25,4894.92,3072.21,3213.83,3492.46,3169.14,3877.67,3272.15,3029.27,1196.6,1591.67,837.22,1042.65,1176.27,1119.35,481.57,368.83,0.0,710.26,2331.85,2384.52,2693.2,2462.79,2524.38,2939.74,2580.98,2604.38,2604.38,2409.17,3462.6,2209.33,2499.3,2058.48,2311.8,2192.07,1725.89,3072.1
1837.13,2388.46,2612.51,3637.8,4226.05,4182.91,4465.09,4469.46,4469.46,4581.13,4375.38,4497.59,4618.25,2747.64,2937.17,3215.79,2892.47,3601.01,2995.48,2752.61,1320.63,1449.62,1150.04,1355.46,1489.08,1432.17,817.26,492.52,682.07,0.0,2055.18,2059.96,2548.87,2318.46,2380.05,2795.41,2436.65,2279.81,2279.81,2264.84,3185.94,2065.01,2227.36,1781.81,2167.47,2047.74,1581.56,2747.53
720.89,1078.61,1070.73,2082.82,2671.08,2627.93,2910.12,2914.49,2914.49,3026.16,2820.41,2942.61,3063.28,1932.96,1256.14,1534.77,1211.45,1919.98,1314.46,1071.58,1370.46,1499.45,1856.64,1897.11,1685.49,1535.85,2226.24,2174.45,2323.08,2027.58,0.0,1307.91,1164.14,1112.02,1173.61,1229.77,1230.22,1398.83,1398.83,801.17,1504.91,773.09,500.24,578.53,446.65,546.39,1143.36,1932.85
1502.81,1870.61,1862.73,2857.42,3445.67,3402.53,3684.71,3689.08,3689.08,3800.75,3595.0,3717.21,3837.87,1124.36,1875.94,2218.04,1841.39,2603.26,1997.73,1902.04,2208.37,2337.37,2694.55,2735.02,2523.41,2373.76,2514.63,2189.89,2379.45,2043.03,1293.68,0.0,948.11,782.08,780.63,1339.41,860.22,258.93,258.93,1001.57,2188.19,1160.12,1280.66,1416.44,1093.15,1051.56,1660.43,1124.24
1324.16,1803.53,1795.66,2797.42,3091.77,3010.4,3088.14,3092.51,3092.51,3204.18,2998.43,3120.63,3241.3,1458.19,1127.78,1406.41,1083.08,1791.62,1186.09,1297.14,2031.55,2160.54,2517.73,2558.2,2346.58,2196.94,2483.62,2560.72,2580.47,2413.85,1135.2,890.18,0.0,231.57,367.03,822.06,301.4,617.55,617.55,329.72,1376.55,838.91,948.2,1239.62,1018.15,964.2,1481.78,1458.08
1203.07,1689.52,1681.64,2676.33,3190.55,3109.18,3186.92,3191.29,3191.29,3302.96,3097.21,3219.41,3340.08,1278.01,1226.56,1505.19,1181.87,1890.4,1284.88,1395.93,2017.09,2146.09,2503.27,2543.75,2332.13,2182.49,2362.53,2439.63,2459.38,2292.76,1112.59,788.75,268.31,0.0,186.85,650.2,129.53,516.11,516.11,498.52,1475.33,762.37,1087.07,1235.36,912.07,843.11,1360.69,1277.9
1220.57,1707.02,1699.14,2693.83,3282.08,3238.94,3357.85,3362.22,3362.22,3473.9,3268.14,3390.35,3511.01,1332.53,1370.94,1676.12,1336.38,2061.34,1455.81,1566.86,2034.6,2163.59,2520.78,2561.25,2349.63,2199.99,2380.03,2457.13,2476.88,2310.26,1130.09,841.07,439.24,182.27,0.0,710.1,300.47,568.43,568.43,574.51,1646.26,779.87,1104.57,1252.86,929.57,860.62,1378.19,1332.42
1547.99,1647.33,1701.43,2726.72,2831.49,2750.12,2827.86,2832.23,2832.23,2943.9,2738.15,2860.35,2981.02,1285.87,725.34,1146.13,690.79,1531.34,925.82,1375.51,2197.56,2326.55,2683.74,2724.21,2512.59,2362.95,2837.15,2914.24,2933.99,2767.37,1301.21,1377.85,865.16,680.29,711.93,0.0,529.0,1105.21,1105.21,1031.62,1116.27,1236.98,1373.06,1405.63,1319.47,1317.73,1835.3,1285.76
1302.98,1789.43,1781.55,2776.24,3140.54,3059.17,3136.91,3141.28,3141.28,3252.95,3047.2,3169.4,3290.07,1246.16,1176.55,1455.18,1131.86,1840.39,1234.86,1463.78,2117.0,2246.0,2603.18,2643.66,2432.04,2282.4,2462.44,2539.54,2559.28,2392.67,1212.5,913.54,336.16,151.29,286.76,520.67,0.0,640.9,640.9,588.22,1425.32,862.28,1186.98,1335.27,1011.97,943.02,1460.6,1246.05
1451.17,1937.62,1929.74,2924.43,3512.69,3469.54,3662.35,3666.72,3666.72,3778.39,3572.64,3694.84,3815.51,1256.58,1701.99,1980.61,1657.3,2365.83,1760.3,1871.35,2265.2,2394.19,2751.38,2791.85,2580.23,2430.59,2610.64,2394.76,2584.32,2247.9,1360.7,286.64,705.72,539.68,538.23,1097.01,617.83,0.0,0.0,742.64,1950.76,1010.47,1335.17,1483.46,1160.17,1091.22,1608.79,1256.47
1451.17,1937.62,1929.74,2924.43,3512.69,3469.54,3662.35,3666.72,3666.72,3778.39,3572.64,3694.84,3815.51,1256.58,1701.99,1980.61,1657.3,2365.83,1760.3,1871.35,2265.2,2394.19,2751.38,2791.85,2580.23,2430.59,2610.64,2394.76,2584.32,2247.9,1360.7,286.64,705.72,539.68,538.23,1097.01,617.83,0.0,0.0,742.64,1950.76,1010.47,1335.17,1483.46,1160.17,1091.22,1608.79,1256.47
1058.04,1479.6,1471.72,2483.82,3072.07,3028.93,3265.02,3269.39,3269.39,3381.06,3175.3,3297.51,3418.18,1613.73,1304.66,1583.28,1259.96,1968.5,1362.97,1206.77,1707.61,1836.61,2193.79,2234.26,2022.65,1873.0,2355.75,2432.85,2452.59,2285.98,811.27,1043.14,430.76,514.35,575.94,991.3,600.65,785.98,785.98,0.0,1553.43,512.78,618.48,915.68,688.42,646.83,1353.91,1613.62
1843.58,1867.52,1921.63,2324.8,2338.13,2256.76,2334.5,2338.87,2338.87,2450.54,2244.79,2366.99,2487.66,1632.65,955.83,105.04,911.14,1037.98,309.03,1595.7,2493.16,2622.15,2979.33,3019.8,2808.19,2658.55,3348.94,3297.14,3445.78,3150.28,1596.81,2201.03,1407.19,1458.9,1594.36,1172.38,1425.83,1947.07,1947.07,1562.68,0.0,1882.31,1668.65,1701.23,1615.07,1673.5,2266.06,1632.54
964.02,1425.55,1417.67,2412.36,3000.61,2957.47,3239.66,3244.02,3244.02,3355.7,3149.94,3272.15,3392.82,1722.27,1641.54,1920.16,1596.84,2305.38,1699.85,1427.98,1738.02,1867.02,2224.2,2264.67,2053.05,1903.41,2123.49,2200.58,2220.33,2053.72,757.3,1085.43,928.66,737.59,799.18,1214.55,855.79,1029.28,1029.28,553.69,1890.31,0.0,639.22,946.09,451.71,331.99,1121.65,1722.16
864.26,1449.17,1441.29,2435.98,3024.23,2981.09,3263.27,3267.64,3267.64,3379.31,3173.56,3295.76,3416.43,1924.17,1445.0,1723.62,1400.3,2108.84,1503.31,1245.97,1513.83,1642.82,2000.01,2040.48,1828.86,1679.22,2369.61,2317.82,2466.46,2170.95,516.92,1287.33,1054.98,1081.49,1143.08,1418.63,1199.69,1373.18,1373.18,684.0,1693.77,668.51,0.0,721.9,342.07,441.81,1286.73,1924.06
254.84,1400.83,1392.95,2405.04,2993.3,2950.15,3232.34,3236.71,3236.71,3348.38,3142.63,3264.83,3385.5,2057.81,1466.52,1745.15,1421.82,2130.36,1524.83,1281.96,1058.88,1187.88,1545.06,1585.53,1373.92,1224.28,1914.67,1862.87,2011.51,1716.01,584.53,1420.97,1374.52,1225.08,1286.67,1440.15,1343.27,1511.88,1511.88,1011.54,1715.29,917.88,756.71,0.0,703.12,800.78,831.79,2057.7
766.27,1283.81,1275.94,2270.62,2858.88,2815.73,3097.92,3102.29,3102.29,3213.96,3008.21,3130.41,3251.08,1758.82,1347.01,1625.63,1302.31,2010.85,1405.32,1147.98,1415.84,1544.83,1902.02,1942.49,1730.87,1581.23,2271.62,2219.83,2368.47,2072.96,418.93,1121.97,1104.18,926.09,987.68,1320.63,1044.28,1212.89,1212.89,733.21,1595.78,503.16,300.85,623.91,0.0,276.46,1188.74,1758.7
875.98,1201.13,1193.25,2187.94,2776.19,2733.05,3015.23,3019.6,3019.6,3131.28,2925.52,3047.73,3168.39,1676.13,1417.11,1695.74,1372.42,2080.96,1475.43,1232.56,1525.56,1654.55,2011.73,2052.21,1840.59,1690.95,2203.13,2280.23,2299.98,2133.36,528.65,1039.29,1057.52,843.4,904.99,1320.35,961.6,1130.21,1130.21,686.54,1665.89,420.47,410.57,733.63,223.06,0.0,1201.29,1676.02
688.13,1946.18,1942.61,2951.47,3539.72,3496.58,3778.76,3783.13,3783.13,3894.81,3689.05,3811.26,3931.93,2261.38,2016.18,2294.81,1971.49,2680.03,2074.5,1831.63,1128.07,1257.07,1614.25,1654.72,1443.1,1293.46,1589.32,1666.41,1686.16,1519.54,1134.2,1624.53,1544.7,1314.29,1375.88,1791.24,1432.49,1622.26,1622.26,1260.67,2264.95,1060.84,1306.37,860.83,1163.3,1043.57,0.0,2261.26
2097.41,2125.18,2179.28,3204.57,3309.34,3227.97,3305.71,3310.08,3310.08,3421.76,3216.0,3338.21,3458.87,0.11,1281.88,1623.98,1247.32,2009.19,1403.67,1853.36,2802.98,2931.97,3289.15,3329.63,3118.01,2968.37,3097.55,2772.81,2962.36,2625.94,1888.28,1022.7,1474.49,1217.52,1245.02,1243.95,1209.07,1188.04,1188.04,1564.71,1594.12,1754.72,1875.26,2011.05,1687.76,1646.16,2255.03,0.0
